Brand,UniqueID,Range (Km),Efficiency (Wh/km),Acceleration (0-100),Battery (kWh),FastCharge (kW),Cargo (L),Price_per_Range (/km),Germany_Price(€),Segment
Mercedes,1716,505,179,4.7,90.6,136.0,430.0,199.0,87286.0,E - Executive
Genesis,1725,350,211,4.2,74.0,190.0,528.0,203.0,67300.0,D - Large
NIO,2222,360,204,4.1,73.5,110.0,265.0,258.0,94900.0,F - Luxury
Ford,2276,350,207,6.2,72.6,100.0,619.0,165.0,57900.0,D - Large
Tesla,1073,345,180,5.4,62.0,95.0,895.0,238.0,74719.0,F - Luxury
Toyota,1513,180,257,12.1,46.3,74.0,989.0,304.0,59385.0,N - Passenger Van
Mercedes,1618,205,293,12.0,60.0,96.0,1.0,346.0,61571.0,N - Passenger Van
Mercedes,1762,435,208,4.9,90.6,141.0,520.0,262.0,99841.0,E - Executive
Porsche,1930,440,190,4.1,83.7,200.0,530.0,269.0,119914.0,F - Luxury
Ford,2034,380,191,7.3,72.6,100.0,619.0,141.0,55800.0,D - Large
Lotus,2066,480,227,4.5,109.0,246.0,657.0,255.0,121990.0,F - Luxury
Nissan,3084,220,205,13.3,45.0,50.0,819.0,195.0,,N - Passenger Van
Polestar,3326,440,200,6.5,88.0,170.0,508.0,183.0,,E - Executive
Citroen,1595,185,250,12.1,46.3,74.0,507.0,270.0,51940.0,N - Passenger Van
Ford,2275,410,222,3.9,91.0,115.0,619.0,189.0,80300.0,D - Large
Porsche,3061,565,172,4.6,97.0,267.0,491.0,202.0,111924.0,F - Luxury
Mercedes,3284,475,202,6.4,96.0,141.0,520.0,185.0,86811.0,E - Executive
Mercedes,2010,590,184,4.8,108.4,169.0,620.0,229.0,125378.0,F - Luxury
Peugeot,2163,235,213,11.7,50.0,80.0,775.0,166.0,38440.0,N - Passenger Van
Opel,3038,420,196,9.0,82.2,100.0,550.0,122.0,51950.0,C - Medium
Smart,1133,95,176,11.8,16.7,0.0,260.0,263.0,25200.0,A - Mini
NIO,1788,355,207,3.9,73.5,110.0,570.0,246.0,85900.0,F - Luxury
Volkswagen,3080,320,163,8.9,52.0,87.0,549.0,145.0,45270.0,C - Medium
Volkswagen,3319,245,260,8.6,63.8,75.0,1.0,288.0,69175.0,N - Passenger Van
Smart,1231,95,176,11.9,16.7,0.0,260.0,286.0,25200.0,A - Mini
Mercedes,1653,455,199,3.5,90.6,136.0,430.0,271.0,109777.0,E - Executive
BYD,1918,260,173,8.0,44.9,50.0,345.0,124.0,,C - Medium
Mercedes,2006,530,171,6.4,90.6,141.0,430.0,155.0,,E - Executive
Lucid,1318,560,164,4.0,92.0,160.0,910.0,200.0,109000.0,F - Luxury
Porsche,1621,380,187,5.4,71.0,171.0,530.0,251.0,94091.0,F - Luxury
Mini,1827,165,175,8.2,28.9,44.0,160.0,370.0,60000.0,B - Compact
Porsche,1623,370,192,4.0,71.0,171.0,530.0,308.0,114559.0,F - Luxury
Ford,3421,265,268,9.0,71.0,105.0,672.0,271.0,71698.0,N - Passenger Van
Tesla,1055,375,228,3.4,85.5,90.0,,382.0,142200.0,F - Luxury
Citroen,1343,265,260,13.3,69.0,77.0,507.0,237.0,59640.0,N - Passenger Van
Jeep,1794,310,164,9.0,50.8,79.0,355.0,132.0,39900.0,B - Compact
Porsche,3060,490,168,4.6,82.3,195.0,491.0,221.0,106200.0,F - Luxury
Volkswagen,3313,250,255,8.6,63.8,75.0,1.0,262.0,65872.0,N - Passenger Van
Ford,3420,270,263,9.0,71.0,105.0,672.0,240.0,61702.0,N - Passenger Van
Mercedes,1715,505,179,6.3,90.6,136.0,430.0,158.0,73363.0,E - Executive
Mercedes,2139,215,279,12.0,60.0,60.0,1.0,322.0,69309.0,N - Passenger Van
Citroen,2255,265,260,14.2,69.0,77.0,989.0,217.0,53230.0,N - Passenger Van
Audi,1720,400,192,6.9,76.6,103.0,535.0,149.0,55900.0,C - Medium
Polestar,2228,450,176,4.2,79.0,110.0,448.0,142.0,63490.0,D - Large
Ford,3191,415,219,3.9,91.0,115.0,619.0,184.0,81000.0,D - Large
Peugeot,1353,265,260,14.3,69.0,77.0,603.0,238.0,59640.0,N - Passenger Van
Mercedes,1700,590,183,4.8,107.8,169.0,610.0,231.0,125378.0,F - Luxury
Fisker,1709,350,203,7.4,71.0,100.0,476.0,124.0,43900.0,D - Large
Mercedes,1900,505,179,4.7,90.6,136.0,430.0,200.0,88215.0,E - Executive
Mercedes,2009,610,178,5.6,108.4,169.0,620.0,189.0,113359.0,F - Luxury
BMW,3075,440,185,5.5,81.2,123.0,570.0,183.0,77600.0,E - Executive
Genesis,3235,410,195,5.5,80.0,205.0,432.0,161.0,64580.0,C - Medium
Skoda,1630,435,177,7.0,77.0,103.0,575.0,135.0,56650.0,C - Medium
Lucid,1098,670,176,2.7,118.0,185.0,910.0,328.0,218000.0,F - Luxury
Hyundai,1129,245,160,9.7,39.2,37.0,332.0,135.0,34600.0,B - Compact
Porsche,2107,510,190,3.7,97.0,267.0,530.0,244.0,127322.0,F - Luxury
Mercedes,2138,220,273,12.0,60.0,60.0,990.0,311.0,68398.0,N - Passenger Van
GWM,2245,350,184,8.2,64.3,75.0,333.0,120.0,41990.0,D - Large
Volkswagen,3320,245,260,7.4,63.8,75.0,1.0,304.0,71216.0,N - Passenger Van
Ford,3423,255,278,7.0,71.0,105.0,672.0,305.0,77707.0,N - Passenger Van
Ford,3427,250,284,7.0,71.0,105.0,819.0,315.0,78659.0,N - Passenger Van
Kia,1137,235,167,9.8,39.2,37.0,451.0,150.0,35290.0,C - Medium
Opel,2260,180,257,13.3,46.3,74.0,603.0,268.0,47550.0,N - Passenger Van
Volkswagen,1556,430,179,10.4,77.0,124.0,549.0,119.0,46515.0,C - Medium
Porsche,1561,425,197,3.7,83.7,200.0,530.0,327.0,140858.0,F - Luxury
Fiat,1722,265,260,13.3,69.0,77.0,450.0,234.0,61990.0,N - Passenger Van
Audi,1774,480,221,4.5,106.0,145.0,590.0,221.0,100350.0,E - Executive
Abarth,1790,225,166,7.0,37.3,65.0,185.0,195.0,43000.0,B - Compact
Ford,1246,410,215,4.4,88.0,84.0,619.0,184.0,72900.0,D - Large
Peugeot,1522,205,226,11.7,46.3,74.0,571.0,193.0,41240.0,N - Passenger Van
Mercedes,1614,120,292,16.0,35.0,0.0,1.0,461.0,55275.0,N - Passenger Van
Audi,1661,295,219,6.8,64.7,114.0,677.0,245.0,71350.0,E - Executive
Mercedes,2209,450,201,3.5,90.6,141.0,430.0,267.0,110706.0,E - Executive
Porsche,3063,505,192,3.3,97.0,267.0,489.0,291.0,148600.0,F - Luxury
Citroen,1547,205,226,11.7,46.3,74.0,806.0,204.0,43640.0,N - Passenger Van
Opel,1600,185,250,12.1,46.3,74.0,507.0,255.0,50992.0,N - Passenger Van
Kia,1750,230,170,9.9,39.2,37.0,315.0,167.0,40290.0,B - Compact
Mercedes,2129,215,279,12.0,60.0,60.0,1.0,272.0,58488.0,N - Passenger Van
Opel,2263,265,260,14.2,69.0,77.0,989.0,215.0,54550.0,N - Passenger Van
Volkswagen,3311,255,250,7.4,63.8,75.0,800.0,262.0,66908.0,N - Passenger Van
Tesla,1065,405,211,3.0,85.5,90.0,895.0,330.0,129600.0,F - Luxury
Renault,1079,140,166,14.5,23.3,0.0,338.0,198.0,30100.0,B - Compact
Skoda,1628,345,168,8.8,58.0,75.0,575.0,139.0,,C - Medium
Porsche,1928,430,195,2.8,83.7,200.0,450.0,445.0,197740.0,F - Luxury
Tesla,1200,440,216,2.9,95.0,100.0,,264.0,,F - Luxury
Porsche,1439,380,220,2.9,83.7,200.0,489.0,486.0,191096.0,F - Luxury
Genesis,1648,375,197,5.5,74.0,196.0,432.0,174.0,63200.0,C - Medium
Porsche,2106,440,187,3.7,82.3,195.0,530.0,273.0,121800.0,F - Luxury
Porsche,2109,505,192,2.4,97.0,267.0,489.0,408.0,210800.0,F - Luxury
Audi,1272,335,258,4.5,86.5,147.0,677.0,303.0,96050.0,E - Executive
Ford,1755,345,203,6.3,70.0,76.0,619.0,197.0,69200.0,D - Large
Skoda,2023,345,168,8.8,58.0,82.0,570.0,137.0,46850.0,C - Medium
Lotus,2143,465,213,2.8,98.9,328.0,543.0,328.0,150990.0,F - Luxury
GWM,2246,350,184,8.2,64.3,75.0,333.0,127.0,44490.0,D - Large
Opel,1349,265,260,13.3,69.0,77.0,,261.0,70075.0,N - Passenger Van
Peugeot,1523,200,232,11.7,46.3,74.0,806.0,207.0,42440.0,N - Passenger Van
Ford,1670,345,203,6.3,70.0,76.0,619.0,191.0,62250.0,D - Large
Toyota,1779,210,220,11.2,46.3,74.0,597.0,194.0,37800.0,N - Passenger Van
Mercedes,1795,490,221,5.2,108.4,169.0,645.0,278.0,124545.0,F - Luxury
Mercedes,2012,535,203,3.4,108.4,169.0,620.0,321.0,155009.0,F - Luxury
Mercedes,1760,450,201,6.7,90.6,141.0,520.0,199.0,86811.0,E - Executive
Porsche,1924,485,173,5.4,83.7,200.0,491.0,206.0,98863.0,F - Luxury
Porsche,2108,505,192,2.7,97.0,267.0,489.0,341.0,176600.0,F - Luxury
Volvo,2125,400,198,4.6,79.0,110.0,435.0,162.0,64390.0,C - Medium
Citroen,2252,180,257,13.3,46.3,74.0,603.0,274.0,46230.0,N - Passenger Van
Tesla,1185,420,226,3.7,95.0,100.0,,242.0,99700.0,F - Luxury
Lucid,1317,560,164,3.6,92.0,160.0,910.0,179.0,99000.0,F - Luxury
Opel,1347,180,257,12.1,46.3,74.0,,321.0,64075.0,N - Passenger Van
Toyota,1612,265,260,13.1,69.0,77.0,980.0,263.0,,N - Passenger Van
Porsche,1622,445,188,5.4,83.7,200.0,530.0,227.0,99815.0,F - Luxury
Porsche,1927,445,188,3.2,83.7,200.0,450.0,360.0,164420.0,F - Luxury
Porsche,2113,485,200,2.5,97.0,267.0,489.0,427.0,211300.0,F - Luxury
Ford,3426,255,278,8.0,71.0,105.0,819.0,344.0,,N - Passenger Van
Audi,1271,320,270,4.5,86.5,147.0,722.0,311.0,93800.0,E - Executive
Citroen,1344,265,260,13.3,69.0,77.0,912.0,242.0,60430.0,N - Passenger Van
Peugeot,1354,265,260,14.3,69.0,77.0,989.0,243.0,60430.0,N - Passenger Van
Lotus,2142,520,190,4.2,98.9,328.0,543.0,245.0,126950.0,F - Luxury
Mercedes,2208,450,201,4.2,90.6,141.0,430.0,240.0,104756.0,E - Executive
Peugeot,2257,180,257,13.3,46.3,74.0,989.0,300.0,47230.0,N - Passenger Van
Volkswagen,3314,250,255,7.4,63.8,75.0,1.0,272.0,67913.0,N - Passenger Van
Volkswagen,3315,245,260,12.8,63.8,75.0,800.0,271.0,66021.0,N - Passenger Van
Peugeot,1607,265,260,14.3,69.0,77.0,603.0,218.0,57940.0,N - Passenger Van
Mercedes,1617,210,286,12.0,60.0,96.0,990.0,333.0,60678.0,N - Passenger Van
Kia,1262,235,167,9.8,39.2,37.0,451.0,146.0,34400.0,C - Medium
Fiat,1724,265,260,13.3,69.0,77.0,800.0,238.0,62990.0,N - Passenger Van
ORA,1815,330,180,8.2,59.3,54.0,228.0,150.0,49490.0,C - Medium
Peugeot,1351,185,250,13.1,46.3,74.0,603.0,289.0,53640.0,N - Passenger Van
Opel,1545,200,232,11.7,46.3,74.0,806.0,212.0,44750.0,N - Passenger Van
Volkswagen,3309,255,250,12.8,63.8,75.0,800.0,243.0,62719.0,N - Passenger Van
Peugeot,1606,185,250,13.1,46.3,74.0,989.0,278.0,52730.0,N - Passenger Van
Volvo,2122,385,205,4.6,79.0,110.0,441.0,165.0,62890.0,C - Medium
Citroen,2253,180,257,13.3,46.3,74.0,989.0,280.0,47230.0,N - Passenger Van
Peugeot,2256,180,257,13.3,46.3,74.0,603.0,294.0,46230.0,N - Passenger Van
Kia,1169,230,170,9.6,39.2,37.0,315.0,144.0,33133.0,B - Compact
Mercedes,1542,205,293,12.0,60.0,60.0,1.0,332.0,68056.0,N - Passenger Van
Skywell,3064,325,209,9.6,68.0,50.0,467.0,131.0,,D - Large
Ford,3422,255,278,8.0,71.0,105.0,672.0,340.0,,N - Passenger Van
Citroen,1341,185,250,12.1,46.3,74.0,507.0,276.0,53640.0,N - Passenger Van
Citroen,1342,180,257,12.1,46.3,74.0,912.0,291.0,54430.0,N - Passenger Van
Opel,1346,185,250,12.1,46.3,74.0,,306.0,63250.0,N - Passenger Van
Peugeot,1604,185,250,12.1,46.3,74.0,,243.0,49080.0,N - Passenger Van
Peugeot,1352,185,250,13.1,46.3,74.0,989.0,295.0,54430.0,N - Passenger Van
Porsche,1926,480,174,4.0,83.7,200.0,491.0,247.0,120081.0,F - Luxury
Lucid,3270,605,159,3.6,96.0,160.0,910.0,192.0,99900.0,F - Luxury
Mercedes,3287,420,216,3.7,90.6,141.0,520.0,335.0,139438.0,E - Executive
Porsche,1932,410,204,2.9,83.7,200.0,489.0,470.0,199168.0,F - Luxury
Smart,1099,95,176,11.8,16.7,0.0,260.0,258.0,25200.0,A - Mini
Toyota,1512,185,250,12.1,46.3,74.0,603.0,292.0,58530.0,N - Passenger Van
Citroen,1596,180,257,12.1,46.3,74.0,912.0,285.0,52730.0,N - Passenger Van
Porsche,1624,430,195,4.0,83.7,200.0,530.0,277.0,120081.0,F - Luxury
Porsche,1626,395,212,2.8,83.7,200.0,489.0,487.0,198692.0,F - Luxury
Mercedes,1764,420,216,3.5,90.6,141.0,520.0,335.0,139438.0,E - Executive
Peugeot,2258,265,260,14.2,69.0,77.0,603.0,221.0,52230.0,N - Passenger Van
Volkswagen,3318,245,260,12.8,63.8,75.0,1.0,275.0,67027.0,N - Passenger Van
Citroen,1594,185,250,12.1,46.3,74.0,140.0,246.0,49080.0,N - Passenger Van
Mercedes,2007,440,202,7.6,89.0,120.0,520.0,190.0,83748.0,E - Executive
Volkswagen,3316,245,260,8.6,63.8,75.0,800.0,284.0,68169.0,N - Passenger Van
Toyota,1609,185,250,12.1,46.3,74.0,550.0,318.0,,N - Passenger Van
Toyota,1610,180,257,12.1,46.3,74.0,980.0,381.0,,N - Passenger Van
Toyota,1611,265,260,13.1,69.0,77.0,550.0,227.0,,N - Passenger Van
Mercedes,2130,210,286,12.0,60.0,60.0,1.0,283.0,59363.0,N - Passenger Van
Volkswagen,3317,245,260,7.4,63.8,75.0,800.0,300.0,70210.0,N - Passenger Van
Peugeot,1605,185,250,13.1,46.3,74.0,603.0,271.0,51940.0,N - Passenger Van
Genesis,1649,360,206,4.0,74.0,196.0,432.0,209.0,73100.0,C - Medium
Opel,2261,180,257,13.3,46.3,74.0,989.0,274.0,48550.0,N - Passenger Van
Mercedes,1543,205,293,12.0,60.0,60.0,1.0,336.0,68949.0,N - Passenger Van
Opel,1599,185,250,12.1,46.3,74.0,140.0,268.0,49623.0,N - Passenger Van
Ford,3163,235,272,8.0,64.0,105.0,672.0,322.0,75565.0,N - Passenger Van
Porsche,1625,405,207,3.2,83.7,200.0,489.0,398.0,165372.0,F - Luxury
Fiat,1721,185,250,12.1,46.3,74.0,450.0,303.0,55990.0,N - Passenger Van
Fiat,1723,180,257,12.1,46.3,74.0,800.0,317.0,56990.0,N - Passenger Van
Porsche,1931,425,197,3.3,83.7,200.0,489.0,380.0,165848.0,F - Luxury
Opel,1345,185,250,12.1,46.3,74.0,,306.0,56700.0,N - Passenger Van
Ford,3164,235,272,9.0,64.0,105.0,819.0,295.0,67771.0,N - Passenger Van
Citroen,1340,185,250,12.1,46.3,74.0,140.0,275.0,50880.0,N - Passenger Van
Peugeot,1350,185,250,12.1,46.3,74.0,,275.0,50880.0,N - Passenger Van
BMW,3290,610,178,4.9,108.7,230.0,578.0,114.0,70900.0,D - Large
MG,1708,360,171,7.9,61.7,107.0,363.0,103.0,39990.0,C - Medium
Tesla,3403,445,135,6.2,60.0,110.0,682.0,89.0,37970.0,D - Large
BMW,1472,360,197,6.1,71.0,92.0,500.0,225.0,77300.0,E - Executive
Mercedes,3139,585,145,6.7,85.0,208.0,506.0,92.0,55728.0,D - Large
Tesla,3476,495,160,5.6,79.0,125.0,971.0,103.0,50970.0,D - Large
Fiat,1285,235,159,9.0,37.3,65.0,185.0,128.0,34990.0,B - Compact
CUPRA,1516,350,166,7.3,58.0,75.0,385.0,110.0,39370.0,C - Medium
Tesla,3104,455,165,4.8,75.0,124.0,971.0,122.0,52990.0,D - Large
Kia,2212,455,171,7.7,78.0,105.0,485.0,91.0,41390.0,B - Compact
Tesla,1619,445,169,5.0,75.0,124.0,971.0,126.0,55970.0,D - Large
CUPRA,1518,450,171,7.0,77.0,103.0,385.0,103.0,46450.0,C - Medium
Volvo,3443,610,184,3.9,112.0,250.0,575.0,120.0,71990.0,D - Large
Tesla,3034,550,136,5.2,75.0,124.0,682.0,86.0,44990.0,D - Large
BYD,3125,245,184,7.9,45.1,51.0,400.0,135.0,31990.0,B - Compact
Mercedes,3296,500,188,4.3,94.0,190.0,698.0,142.0,71281.0,D - Large
Tesla,3103,375,160,5.9,60.0,110.0,971.0,128.0,45970.0,D - Large
Tesla,3269,460,172,3.8,79.0,125.0,971.0,143.0,62970.0,D - Large
Toyota,3401,385,184,4.4,71.0,110.0,600.0,138.0,,D - Large
Tesla,3404,580,136,5.2,79.0,125.0,682.0,83.0,45970.0,D - Large
Renault,2135,335,155,8.0,52.0,75.0,326.0,91.0,32900.0,B - Compact
Tesla,3417,490,157,7.2,77.0,130.0,952.0,100.0,47970.0,D - Large
BYD,3072,440,208,4.5,91.3,165.0,578.0,140.0,58990.0,D - Large
Kia,1666,385,168,7.8,64.8,70.0,495.0,110.0,45690.0,C - Medium
Jaecoo,3336,325,181,7.7,58.9,80.0,480.0,96.0,,C - Medium
BYD,3474,415,180,5.5,74.8,130.0,591.0,111.0,,C - Medium
Tesla,3362,380,158,7.2,60.0,110.0,952.0,113.0,40970.0,D - Large
Leapmotor,3233,360,181,8.0,65.0,110.0,430.0,93.0,32400.0,C - Medium
Skoda,3033,450,171,6.6,77.0,120.0,470.0,96.0,44180.0,C - Medium
Tesla,1183,430,174,4.0,75.0,124.0,971.0,146.0,60970.0,D - Large
Renault,1521,380,158,7.4,60.0,80.0,440.0,117.0,46600.0,C - Medium
Tesla,3333,475,166,4.8,79.0,125.0,971.0,118.0,53970.0,D - Large
Tesla,1525,490,155,4.4,76.0,135.0,649.0,117.0,55260.0,D - Large
Tesla,1138,455,162,4.6,73.5,136.0,542.0,124.0,55480.0,D - Large
Kia,3300,400,195,8.4,78.0,115.0,610.0,113.0,45990.0,C - Medium
Volvo,1910,365,178,5.3,65.0,101.0,325.0,117.0,44990.0,B - Compact
Fiat,2251,260,168,11.0,43.8,62.0,361.0,95.0,24990.0,B - Compact
Leapmotor,3039,225,160,12.7,36.0,30.0,210.0,82.0,18900.0,A - Mini
Kia,3289,315,213,10.6,67.0,75.0,1.0,133.0,42290.0,N - Passenger Van
Hyundai,2236,450,178,7.5,80.0,196.0,577.0,110.0,51650.0,C - Medium
Hyundai,1830,390,168,7.8,65.4,79.0,493.0,107.0,47190.0,B - Compact
Tesla,2186,455,165,5.9,75.0,124.0,971.0,113.0,49970.0,D - Large
BYD,1782,330,183,7.3,60.5,71.0,440.0,122.0,37990.0,C - Medium
Skoda,3032,350,169,8.5,59.0,110.0,470.0,108.0,38680.0,C - Medium
BYD,2002,445,185,3.8,82.5,100.0,453.0,122.0,52990.0,D - Large
Tesla,2188,490,153,3.4,75.0,124.0,682.0,126.0,58470.0,D - Large
Changan,3367,385,177,7.5,68.0,130.0,651.0,105.0,38990.0,C - Medium
Tesla,1992,525,143,4.4,75.0,124.0,682.0,101.0,49990.0,D - Large
Audi,1355,365,237,5.7,86.5,147.0,722.0,212.0,81500.0,E - Executive
BMW,1535,385,192,6.8,74.0,94.0,510.0,184.0,67300.0,D - Large
Volkswagen,1087,190,168,9.6,32.0,39.0,341.0,172.0,31900.0,C - Medium
Tesla,1743,345,165,6.9,57.0,108.0,971.0,139.0,45970.0,D - Large
BYD,2095,460,237,4.9,108.8,100.0,235.0,149.0,69615.0,E - Executive
Tesla,1177,320,153,5.6,49.0,87.0,542.0,149.0,46380.0,D - Large
Mercedes,2193,685,172,6.2,118.0,160.0,620.0,172.0,109551.0,F - Luxury
Tesla,1591,485,155,4.4,75.0,124.0,649.0,112.0,53668.0,D - Large
Zeekr,3082,500,192,6.0,96.0,260.0,605.0,116.0,58950.0,D - Large
XPENG,3275,435,184,6.7,80.0,290.0,571.0,114.0,47600.0,D - Large
Renault,3392,185,149,12.1,27.5,40.0,360.0,112.0,18900.0,A - Mini
Mercedes,1337,370,216,5.1,80.0,99.0,500.0,202.0,66069.0,D - Large
Toyota,3394,430,167,7.3,72.0,110.0,416.0,103.0,45990.0,C - Medium
Skoda,3097,455,169,6.7,77.0,120.0,585.0,104.0,48900.0,C - Medium
Renault,3219,480,181,7.9,87.0,95.0,545.0,93.0,47900.0,C - Medium
BYD,3195,265,163,9.1,43.2,60.0,308.0,107.0,30990.0,B - Compact
BMW,1701,380,170,5.6,64.7,86.0,490.0,148.0,55000.0,C - Medium
BMW,1252,515,157,5.7,80.7,112.0,470.0,122.0,59200.0,D - Large
Zeekr,3429,540,178,5.3,96.0,260.0,521.0,98.0,53950.0,D - Large
Tesla,3186,440,136,6.1,60.0,110.0,682.0,96.0,40970.0,D - Large
Tesla,1555,400,143,6.1,57.0,100.0,649.0,114.0,44668.0,D - Large
Renault,1164,315,165,11.4,52.0,41.0,338.0,111.0,36840.0,B - Compact
Hyundai,2231,300,153,10.6,46.0,70.0,351.0,89.0,25400.0,A - Mini
Tesla,1485,350,146,5.6,51.0,87.0,649.0,136.0,45560.0,D - Large
BYD,3070,420,196,6.7,82.5,115.0,578.0,121.0,47990.0,D - Large
Volkswagen,2028,445,173,6.7,77.0,120.0,543.0,108.0,46335.0,C - Medium
Audi,1490,405,189,8.5,76.6,124.0,520.0,140.0,51900.0,C - Medium
Tesla,1322,470,162,3.6,76.0,135.0,649.0,137.0,59560.0,D - Large
Tesla,3363,470,160,5.6,75.0,124.0,971.0,112.0,50970.0,D - Large
Kia,3124,475,164,7.7,78.0,105.0,435.0,88.0,43240.0,C - Medium
Skoda,1280,440,175,8.6,77.0,124.0,585.0,112.0,48900.0,C - Medium
Volkswagen,2213,365,162,7.6,59.0,110.0,385.0,104.0,36425.0,C - Medium
Hyundai,1423,390,164,7.9,64.0,61.0,332.0,110.0,42900.0,B - Compact
BYD,3192,340,178,7.3,60.5,75.0,440.0,121.0,38990.0,C - Medium
Mini,1994,385,168,8.6,64.7,86.0,460.0,104.0,43500.0,C - Medium
Hyundai,3439,545,147,7.4,80.0,196.0,446.0,101.0,55300.0,D - Large
Mazda,3107,420,162,7.6,68.0,130.0,526.0,107.0,44900.0,D - Large
TOGG,3302,435,195,7.8,85.0,115.0,441.0,92.0,40118.0,C - Medium
Hyundai,1165,250,153,9.7,38.3,32.0,357.0,146.0,35350.0,C - Medium
Mercedes,1988,415,170,8.9,70.5,90.0,495.0,133.0,53514.0,C - Medium
Rolls,1765,465,219,4.5,102.0,126.0,380.0,828.0,379015.0,F - Luxury
Tesla,1991,420,136,6.1,57.0,108.0,682.0,101.0,40970.0,D - Large
Kia,2211,325,169,7.5,55.0,80.0,485.0,114.0,35990.0,B - Compact
Omoda,3046,330,178,7.6,58.9,80.0,380.0,103.0,,C - Medium
Mercedes,3396,565,150,6.8,85.0,235.0,556.0,99.0,57096.0,D - Large
Tesla,1404,575,165,3.2,95.0,140.0,798.0,185.0,110970.0,F - Luxury
Fiat,1945,310,164,9.0,50.8,79.0,360.0,103.0,36490.0,B - Compact
Ford,3073,275,159,8.0,43.6,85.0,566.0,124.0,36900.0,B - Compact
Kia,3029,440,182,5.2,80.0,205.0,510.0,128.0,53990.0,C - Medium
Mini,1409,180,161,7.3,28.9,43.0,211.0,207.0,35700.0,B - Compact
Geely,3308,330,182,6.9,60.2,95.0,461.0,111.0,,C - Medium
firefly,3178,240,172,8.1,41.2,65.0,496.0,125.0,,B - Compact
Lucid,3273,720,163,3.2,117.0,190.0,910.0,184.0,130900.0,F - Luxury
Audi,2013,420,183,6.7,77.0,120.0,520.0,129.0,52950.0,C - Medium
Volkswagen,1314,410,188,8.5,77.0,124.0,543.0,124.0,46335.0,C - Medium
Nissan,3366,460,163,7.6,75.1,103.0,437.0,88.0,41200.0,C - Medium
Renault,3127,315,165,8.2,52.0,75.0,420.0,98.0,32400.0,B - Compact
Kia,1338,375,171,7.8,64.0,61.0,451.0,108.0,42790.0,C - Medium
Tesla,1405,560,170,2.4,95.0,140.0,798.0,212.0,120970.0,F - Luxury
Volkswagen,3250,445,173,6.7,77.0,120.0,543.0,99.0,46335.0,C - Medium
Volvo,3441,455,176,5.9,80.0,190.0,575.0,141.0,62990.0,D - Large
MG,1541,370,185,8.4,68.3,81.0,448.0,105.0,37990.0,B - Compact
Tesla,1321,465,155,4.4,72.0,108.0,649.0,121.0,53560.0,D - Large
BMW,1473,505,208,4.6,105.2,139.0,500.0,213.0,100100.0,E - Executive
Mercedes,3406,465,183,7.4,85.0,208.0,667.0,121.0,59048.0,D - Large
Hyundai,2237,445,180,5.3,80.0,196.0,544.0,134.0,59400.0,C - Medium
Volkswagen,1839,475,162,6.5,77.0,125.0,532.0,114.0,53995.0,E - Executive
Tesla,3332,515,153,3.4,79.0,125.0,682.0,121.0,59470.0,D - Large
BMW,1145,235,161,7.3,37.9,46.0,260.0,167.0,39000.0,B - Compact
Tesla,1182,425,169,5.0,72.0,108.0,971.0,147.0,59965.0,D - Large
MG,1707,300,169,7.7,50.8,64.0,363.0,111.0,34990.0,C - Medium
BYD,2001,480,172,5.9,82.5,100.0,453.0,104.0,48990.0,D - Large
BYD,1919,350,173,7.0,60.5,65.0,345.0,100.0,32990.0,C - Medium
Tesla,3120,470,160,5.6,75.0,124.0,971.0,112.0,50970.0,D - Large
Changan,3369,410,190,7.9,78.0,70.0,635.0,111.0,44990.0,D - Large
Citroen,3231,485,200,8.8,96.9,135.0,565.0,78.0,,C - Medium
BMW,1996,390,166,8.3,64.7,86.0,490.0,129.0,47900.0,C - Medium
BYD,2067,425,205,9.6,87.0,85.0,552.0,107.0,44990.0,D - Large
Mercedes,3473,490,145,6.7,71.0,150.0,506.0,106.0,52872.0,D - Large
Hyundai,1204,390,164,7.9,64.0,61.0,361.0,110.0,41850.0,B - Compact
Mercedes,3140,575,148,4.9,85.0,208.0,506.0,108.0,60285.0,D - Large
Mazda,3466,470,164,7.9,77.0,135.0,528.0,95.0,,D - Large
Dongfeng,3036,255,157,12.5,40.0,51.0,326.0,96.0,,B - Compact
Hyundai,3438,420,143,8.3,60.0,150.0,446.0,108.0,45550.0,D - Large
BMW,3205,525,155,5.6,81.3,130.0,470.0,123.0,60600.0,D - Large
Jeep,1816,310,164,9.0,50.8,79.0,355.0,122.0,38500.0,B - Compact
BMW,2198,430,156,6.0,67.1,95.0,470.0,137.0,57500.0,D - Large
LynkCo,3045,355,175,5.5,62.0,90.0,425.0,99.0,35995.0,C - Medium
MG,1474,335,171,7.7,57.4,60.0,479.0,113.0,38490.0,C - Medium
Volkswagen,3334,475,166,7.1,79.0,135.0,385.0,88.0,44025.0,C - Medium
MG,3147,365,170,6.3,62.1,90.0,453.0,106.0,42990.0,C - Medium
Tesla,3405,555,142,4.4,79.0,125.0,682.0,96.0,50970.0,D - Large
Tesla,3383,590,161,3.2,95.0,140.0,798.0,188.0,110970.0,F - Luxury
BMW,3458,400,163,8.3,65.2,95.0,490.0,122.0,49400.0,C - Medium
Renault,1205,310,168,9.5,52.0,41.0,338.0,117.0,37840.0,B - Compact
Tesla,3384,565,168,2.4,95.0,140.0,798.0,214.0,120970.0,F - Luxury
KGM,2189,370,195,8.1,72.0,85.0,839.0,113.0,41990.0,C - Medium
